,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
7150731,22850101,Résident,Paris Carte,0.65,10.0,2014-10-05 18:39:37,2014-12-05 20:00:00,5 AVENUE CONSTANT COQUELIN,7,MIX,7N,4.0,"48.8481699999, 2.31668900043"
16773196,43450101,Rotatif,Paris Carte,2.4,2.0,2014-03-01 17:59:01,2014-03-01 19:59:01,5 RUE GROS,16,MIX,16T,2.4,"48.8512959999, 2.27726299979"
14025159,39310101,Rotatif,CB,2.4,2.0,2014-09-04 11:29:47,2014-09-04 13:29:47,3 RUE GALVANI,17,MIX,17G,2.4,"48.8838379996, 2.29223000034"
1251650,66260302,Rotatif,CB,2.4,2.0,2014-09-16 13:48:57,2014-09-16 15:48:57,18 AVENUE MOZART,16,ROT,16S,2.4,"48.8569870003, 2.27230000046"
14979835,47630102,Rotatif,CB,2.4,2.0,2014-01-31 13:20:36,2014-01-31 15:20:36,16 AVENUE D IVRY,13,ROT,13N,2.4,"48.8222800001, 2.36800799981"
2011636,59910106,Résident,Paris Carte,3.25,50.0,2014-01-09 10:17:49,2014-08-09 11:17:49,20 RUE MARBEAU,16,MIX,16E,2.4,"48.8746289997, 2.28055099974"
4973936,19900101,Rotatif,Paris Carte,2.4,2.0,2014-05-03 15:16:40,2014-05-03 17:16:40,5 RUE DU CHEVALERET,13,MIX,13P,2.4,"48.825438, 2.3779650004"
4015762,79890104,Rotatif,Paris Carte,7.2,2.0,2014-04-07 08:24:45,2014-04-07 13:00:00,9 vis-à-vis RUE RACINE,6,MIX,6E,4.0,"48.8501940004, 2.34133600042"
23363510,89570101,Rotatif,CB,1.8,1.5,2014-02-10 14:57:03,2014-02-10 16:27:03,9 RUE SEXTIUS MICHEL,15,MIX,15M,2.4,"48.8511860001, 2.28876099953"
21567880,8380301,Rotatif,CB,2.4,2.0,2014-10-21 14:12:53,2014-10-21 16:12:00,67 RUE BELLIARD,18,MIX,18S,2.4,"48.8973259999, 2.34319500022"
8648672,54720103,Rotatif,CB,1.5,1.25,2014-05-05 15:53:57,2014-05-05 17:08:57,7 PASSAGE LEGENDRE,17,MIX,17S,2.4,"48.8918370002, 2.32632199956"
23980491,63750203,Résident,Paris Carte,0.65,10.0,2014-09-25 13:41:45,2014-09-26 13:41:45,21 RUE DES MINIMES,3,MIX,34F,4.0,"48.8573579996, 2.36490500063"
19317341,59010104,Rotatif,CB,7.2,2.0,2014-11-21 14:40:00,2014-11-21 16:40:00,16 RUE DE MAGDEBOURG,16,MIX,16I,2.4,"48.8644859997, 2.28956699994"
4067068,25820202,Rotatif,CB,4.8,2.0,2014-01-07 12:21:46,2014-01-07 14:21:46,16 RUE DAUBIGNY,17,MIX,17K,2.4,"48.8851940001, 2.30839800022"
6714255,52460704,Rotatif,CB,4.8,2.0,2014-05-13 15:49:36,2014-05-13 17:49:36,54 RUE LAFFITTE,9,MIX,9G,4.0,"48.8754340004, 2.33866699968"
575154,70760402,Résident,Paris Carte,3.25,50.0,2014-01-09 14:09:03,2014-08-09 15:09:03,38 RUE PASCAL,13,MIX,13H,2.4,"48.8366580003, 2.34871499956"
15998799,40830402,Résident,Paris Carte,0.65,10.0,2014-01-15 12:52:01,2014-01-16 12:52:01,32 terre-plein AVENUE DU GENERAL SARRAIL,16,MIX,16X,2.4,"48.8440019999, 2.25532700031"
20658848,19160201,Rotatif,Paris Carte,3.6,1.5,2014-10-01 17:22:29,2014-10-01 18:52:29,21 RUE DU CHATEAU D EAU,10,ROT,10F,4.0,"48.8702099996, 2.35994499948"
23499951,37650101,Résident,Paris Carte,0.65,10.0,2014-05-10 21:16:08,2014-06-10 21:00:00,3 RUE FOURCADE,15,MIX,15S,2.4,"48.8373109999, 2.29790899973"
10646200,80660501,Résident,Paris Carte,0.65,10.0,2014-08-04 21:39:27,2014-09-04 21:00:00,29 RUE RAYNOUARD,16,MIX,16P,2.4,"48.8563340001, 2.28193300045"
4164919,60860207,Rotatif,Paris Carte,5.2,1.44,2014-06-18 16:35:35,2014-06-18 18:35:35,21 RUE DE MARIGNAN,8,MIX,8E,4.0,"48.8689720004, 2.30636300023"
14703983,7830504,Rotatif,Paris Carte,1.8,0.5,2014-01-28 19:20:31,2014-01-28 19:50:31,72 BOULEVARD BEAUMARCHAIS,11,ROT,11G,4.0,"48.8584020004, 2.36810199957"
14394528,7970201,Résident,Paris Carte,3.25,50.0,2014-10-02 10:17:07,2014-02-14 20:00:00,19 RUE BEAUTREILLIS,4,MIX,34F,4.0,"48.8533850002, 2.36403999958"
20602524,36710204,Résident,Paris Carte,0.65,10.0,2014-08-11 12:47:18,2014-10-11 21:00:00,21 vis-à-vis QUAI AUX FLEURS,4,MIX,4E,4.0,"48.8548530002, 2.35086499957"
8765307,32930301,Rotatif,Paris Carte,2.4,2.0,2014-03-28 10:17:48,2014-03-28 12:17:48,15 RUE DES ENVIERGES,20,MIX,20E,2.4,"48.8722239998, 2.3872449998"
23680593,57920102,Rotatif,Paris Carte,2.7,0.75,2014-01-10 10:46:40,2014-01-10 11:31:40,2 RUE LOUIS LE GRAND,2,MIX,2E,4.0,"48.8682230001, 2.33207500009"
9542775,35780102,Rotatif,CB,0.9,0.75,2014-01-04 15:34:41,2014-01-04 16:19:41,5 vis-à-vis AVENUE FERDINAND BUISSON,16,MIX,16X,2.4,"48.8355209996, 2.2548290004"
2912040,27941102,Rotatif,Paris Carte,0.3,0.25,2014-07-07 10:35:27,2014-07-07 11:15:00,78 RUE DIDOT,14,ROT,14K,2.4,"48.828919, 2.31676400023"
15530626,84810101,Rotatif,Paris Carte,1.2,0.5,2014-01-31 12:28:43,2014-01-31 12:58:43,7 RUE SAINT AMBROISE,11,MIX,11H,4.0,"48.8615610004, 2.37600299965"
10432484,37830102,Résident,CB,0.65,10.0,2014-03-26 13:26:54,2014-03-27 13:26:54,2 IMPASSE FRANCHEMONT,11,MIX,11K,4.0,"48.8533650003, 2.38351499955"
11399826,15930201,Rotatif,Paris Carte,0.6,0.25,2014-03-20 18:44:39,2014-03-20 18:59:39,16 vis-à-vis RUE CASSINI,14,MIX,14P,2.4,"48.8374000004, 2.33615299991"
23967496,63380101,Rotatif,CB,3.0,1.25,2014-01-10 17:59:00,2014-01-10 19:14:00,5 RUE MICHEL PETER,13,MIX,13J,2.4,"48.836769, 2.35341999974"
16356565,91141202,Rotatif,Paris Carte,0.9,0.25,2014-02-18 17:47:56,2014-02-18 18:02:56,74 AVENUE DE SUFFREN,15,MIX,15F,2.4,"48.8522809999, 2.29895800024"
8350442,86690401,Rotatif,Paris Carte,0.9,0.75,2014-03-31 17:15:32,2014-03-31 18:00:32,41 RUE SAINT LAMBERT,15,MIX,15V,2.4,"48.8364370003, 2.29323099989"
9208763,78860101,Rotatif,Paris Carte,0.9,0.25,2014-04-04 10:37:26,2014-04-04 11:15:00,3 PLACE DU PUITS DE L ERMITE,5,MIX,5G,4.0,"48.8421220003, 2.35402100043"
8253537,41250104,Rotatif,Paris Carte,2.4,2.0,2014-05-14 14:37:48,2014-05-14 16:37:48,12 RUE GEORGES CITERNE,15,MIX,15M,2.4,"48.8492150004, 2.28979100016"
18149455,65130104,Rotatif,CB,7.2,2.0,2014-05-12 17:57:38,2014-05-12 19:57:38,12 RUE MONTMARTRE,1,ROT,1E,4.0,"48.8637990002, 2.34576700015"
14616683,36630107,Rotatif,CB,3.0,1.25,2014-03-02 16:55:36,2014-03-02 18:10:36,15 terre-plein vis-à-vis BOULEVARD FLANDRIN,16,MIX,16L,2.4,"48.8653979998, 2.27201600008"
20682564,1430102,Rotatif,Paris Carte,1.8,1.5,2014-10-11 11:16:08,2014-10-11 12:46:08,2 RUE D ALESIA,14,ROT,14H,2.4,"48.8266679997, 2.3410629995"
6978735,98530403,Rotatif,CB,3.0,1.25,2014-06-02 19:20:06,2014-06-02 20:35:06,65 vis-à-vis BOULEVARD VINCENT AURIOL,13,MIX,13R,2.4,"48.834984, 2.36846399938"
21929779,99820202,Rotatif,CB,2.4,2.0,2014-10-21 12:22:04,2014-10-21 14:22:00,0 BOULEVARD DE L YSER,17,MIX,17G,2.4,"48.8844929996, 2.28673499935"
1489235,1850201,Rotatif,Paris Carte,0.1,0.08,2014-01-09 12:14:18,2014-01-09 14:14:18,9 RUE ALFRED ROLL,17,MIX,17N,2.4,"48.8876050002, 2.30006999973"
23022458,73950202,Rotatif,CB,2.7,0.75,2014-10-15 18:47:04,2014-10-15 19:32:04,30 RUE DE PICARDIE,3,MIX,3E,4.0,"48.8642900003, 2.36338899981"
3250407,10191501,Rotatif,CB,0.3,0.25,2014-05-07 15:41:33,2014-07-07 11:15:00,125 RUE BLOMET,15,MIX,15R,2.4,"48.8397620003, 2.29686599996"
18829795,69521001,Rotatif,Paris Carte,0.35,0.1,2014-11-27 10:57:13,2014-11-27 11:42:13,71 QUAI D ORSAY,7,MIX,7G,4.0,"48.8622710003, 2.30584400065"
2280208,20760101,Résident,Paris Carte,3.25,50.0,2014-06-09 19:27:10,2014-12-09 20:00:00,11 RUE CLAUDE DECAEN,12,MIX,12L,2.4,"48.8342319999, 2.40116100007"
10160306,67330302,Rotatif,CB,2.4,2.0,2014-08-04 11:14:36,2014-08-04 13:14:36,14 RUE NEUVE TOLBIAC,13,MIX,13P,2.4,"48.8315959998, 2.378552"
20305592,30950101,Résident,Paris Carte,0.65,10.0,2014-11-26 14:54:31,2014-11-27 14:54:31,11 RUE DE L ECOLE POLYTECHNIQUE,5,MIX,5J,4.0,"48.8476980002, 2.34770399982"
9735838,14470201,Rotatif,Paris Carte,2.4,2.0,2014-04-25 11:01:25,2014-04-25 13:01:25,17 RUE DU CAMBODGE,20,MIX,20R,2.4,"48.866339, 2.39786800048"
19201770,92140102,Rotatif,Paris Carte,1.5,1.25,2014-10-12 17:59:17,2014-10-12 19:14:17,18 RUE DES TERRES AU CURE,13,MIX,13S,2.4,"48.8242809997, 2.37221299982"
998046,35142301,Rotatif,CB,4.8,2.0,2014-12-09 11:03:47,2014-12-09 13:03:47,293 RUE DU FAUBOURG SAINT ANTOINE,11,ROT,11K,4.0,"48.8492249996, 2.39117399962"
15141417,6460101,Rotatif,CB,4.8,2.0,2014-01-22 16:14:00,2014-01-22 18:14:00,11 bis RUE BALLU,9,MIX,9E,4.0,"48.8818629998, 2.32999500067"
8364239,91910202,Rotatif,CB,3.6,1.0,2014-05-05 18:47:35,2014-05-05 19:47:35,20 RUE DU TEMPLE,4,ROT,4E,4.0,"48.8587019997, 2.3535789998"
4275428,83580301,Rotatif,CB,1.2,0.5,2014-04-16 19:21:05,2014-04-16 19:51:05,25 RUE DE LA ROQUETTE,11,ROT,11H,4.0,"48.8548360004, 2.37268199954"
19888212,38260202,Rotatif,CB,2.4,2.0,2014-11-21 10:35:15,2014-11-21 12:35:15,18 RUE FRANQUET,15,MIX,15S,2.4,"48.8328429997, 2.30670299989"
17400944,35181604,Rotatif,CB,3.6,1.0,2014-12-27 16:56:55,2014-12-27 17:56:55,178 RUE DU FAUBOURG SAINT HONORE,8,ROT,8F,4.0,"48.8741569997, 2.30777200029"
8907097,89530402,Rotatif,CB,7.2,2.0,2014-04-15 11:01:54,2014-04-15 13:01:54,38 RUE DE SEVIGNE,3,MIX,3E,4.0,"48.8572719996, 2.36314499989"
7985614,91250101,Rotatif,CB,2.7,0.75,2014-03-21 11:34:30,2014-03-21 12:19:30,3 AVENUE SULLY PRUDHOMME,7,MIX,7G,4.0,"48.8620399998, 2.30835999995"
22214337,17691001,Rotatif,CB,2.4,2.0,2014-02-10 15:03:35,2014-02-10 17:03:35,69 RUE DE LA CHAPELLE,18,MIX,18K,2.4,"48.8960759996, 2.35900899988"
5366105,50060701,Rotatif,Paris Carte,3.6,1.0,2014-06-19 10:45:59,2014-06-19 12:00:00,0 AVENUE JOSEPH BOUVARD,7,MIX,7E,4.0,"48.8574100003, 2.29971399998"
5976055,23860403,Rotatif,CB,3.0,1.25,2014-04-17 12:55:23,2014-04-17 14:10:23,66 vis-à-vis BOULEVARD DE COURCELLES,8,MIX,8G,4.0,"48.8799399998, 2.30732800054"
16295831,15890203,Rotatif,CB,7.2,2.0,2014-01-14 13:59:09,2014-01-14 15:59:09,11 RUE CASIMIR PERIER,7,MIX,7L,4.0,"48.858296, 2.31968199962"
24017987,69620101,Rotatif,Paris Carte,2.4,2.0,2014-09-30 14:40:30,2014-09-30 16:40:30,9 RUE D OSLO,18,MIX,18E,2.4,"48.8916039996, 2.32895100034"
9859160,77830201,Rotatif,CB,0.6,0.25,2014-03-27 18:53:39,2014-03-27 19:08:39,15 RUE DE PRAGUE,12,MIX,12E,2.4,"48.8497139998, 2.37575899961"
4429738,90590703,Résident,Paris Carte,3.25,50.0,2014-05-23 22:08:06,2014-02-06 20:00:00,51 RUE SPONTINI,16,MIX,16L,2.4,"48.8669720002, 2.27667500064"
16029073,95681507,Résident,Paris Carte,0.65,10.0,2014-02-01 15:35:36,2014-03-01 15:35:36,203 QUAI DE VALMY,10,MIX,10F,4.0,"48.8819000002, 2.36863899979"
24033791,54530101,Rotatif,CB,0.9,0.75,2014-09-30 15:58:25,2014-09-30 16:43:25,3 RUE LECONTE DE LISLE,16,MIX,16V,2.4,"48.8483620004, 2.26910799934"
9252663,85131001,Rotatif,CB,2.4,2.0,2014-04-30 11:26:05,2014-04-30 13:26:05,117 RUE SAINT CHARLES,15,ROT,15P,2.4,"48.8445380002, 2.28386300064"
15659385,36250802,Rotatif,CB,2.1,1.75,2014-01-22 16:54:41,2014-01-22 18:39:41,58 RUE FESSART,19,MIX,19L,2.4,"48.8774969996, 2.38193499951"
5098801,42870701,Rotatif,CB,2.4,2.0,2014-08-07 18:03:15,2014-08-07 20:03:15,113 RUE DES GRANDS CHAMPS,20,MIX,20H,2.4,"48.8522399998, 2.40791699942"
631186,77830201,Rotatif,CB,1.8,0.75,2014-09-09 14:33:08,2014-09-09 15:18:08,15 RUE DE PRAGUE,12,MIX,12E,2.4,"48.8497139998, 2.37575899961"
16808051,58910301,Rotatif,Paris Carte,0.9,0.25,2014-08-01 11:07:07,2014-08-01 11:22:07,17 vis-à-vis PLACE DE LA MADELEINE,8,ROT,8H,4.0,"48.8704249998, 2.32425100047"
18741576,59910106,Résident,CB,3.25,50.0,2014-11-24 19:17:14,2014-01-12 19:17:14,20 RUE MARBEAU,16,MIX,16E,2.4,"48.8746289997, 2.28055099974"
8890651,42870301,Résident,CB,3.25,50.0,2014-05-13 12:06:36,2014-05-20 12:06:36,35 RUE DES GRANDS CHAMPS,20,MIX,20H,2.4,"48.8510140004, 2.40223199935"
5263934,69181902,Rotatif,Paris Carte,1.5,1.25,2014-05-26 14:58:42,2014-05-26 16:13:42,162 RUE ORDENER,18,ROT,18P,2.4,"48.8937919999, 2.33579099936"
12406939,8110204,Résident,CB,3.25,50.0,2014-01-29 09:43:28,2014-04-02 21:00:00,19 VILLA DU BEL AIR,12,MIX,12P,2.4,"48.841932, 2.40845300041"
19974614,5510206,Rotatif,CB,7.2,2.0,2014-11-28 14:06:40,2014-11-28 16:06:40,17 vis-à-vis RUE AUGUSTE COMTE,6,MIX,6G,4.0,"48.8444569996, 2.33470699958"
15844487,28500103,Rotatif,CB,2.1,1.75,2014-11-21 15:23:22,2014-11-21 17:08:22,7 AVENUE DU DOCTEUR LANNELONGUE,14,MIX,14G,2.4,"48.8184709998, 2.33126300001"
11866305,90390101,Rotatif,CB,4.8,2.0,2014-06-03 19:06:44,2014-07-03 11:06:44,1 RUE DU SOUDAN,15,MIX,15F,2.4,"48.8499530002, 2.29628499959"
14392425,38200503,Rotatif,CB,3.6,1.0,2014-05-02 18:35:45,2014-05-02 19:35:45,45 RUE DES FRANCS BOURGEOIS,4,ROT,4E,4.0,"48.8582559999, 2.35945799961"
764334,47631001,Rotatif,Paris Carte,1.2,1.0,2014-07-31 15:24:08,2014-07-31 16:24:08,117 AVENUE D IVRY,13,ROT,13M,2.4,"48.8256819996, 2.36072600055"
2400993,70590102,Rotatif,Paris Carte,7.2,2.0,2014-07-30 14:56:56,2014-07-30 16:56:56,15 vis-à-vis RUE DE LA PARCHEMINERIE,5,MIX,5J,4.0,"48.8516950001, 2.34507400068"
8749479,53290302,Résident,Paris Carte,0.65,10.0,2014-09-05 15:52:57,2014-12-05 14:52:57,0 RUE LANTIEZ,17,MIX,17U,2.4,"48.8961769996, 2.32494499932"
4758492,38690302,Rotatif,CB,1.2,1.0,2014-04-23 13:16:58,2014-04-23 14:16:58,22 RUE DES FRIGOS,13,MIX,13P,2.4,"48.8315609997, 2.37939199964"
23558125,95970302,Rotatif,CB,7.2,2.0,2014-02-10 11:52:14,2014-02-10 13:52:14,28 RUE DE VARENNE,7,MIX,7M,4.0,"48.8538689998, 2.32455899973"
20903010,30980801,Rotatif,CB,0.9,0.25,2014-05-11 16:58:55,2014-05-11 17:13:55,44 vis-à-vis RUE DES ECOLES,5,MIX,5J,4.0,"48.849227, 2.34586500025"
1985464,83820101,Rotatif,Paris Carte,0.6,0.25,2014-07-28 17:43:11,2014-07-28 17:58:11,1 RUE ROUBO,11,MIX,11K,4.0,"48.8499820002, 2.3872429994"
2633496,27941102,Rotatif,CB,2.4,2.0,2014-07-24 11:02:46,2014-07-24 13:02:46,78 RUE DIDOT,14,ROT,14K,2.4,"48.828919, 2.31676400023"
22320392,11700101,Rotatif,CB,4.8,2.0,2014-08-10 14:39:56,2014-08-10 16:39:56,9 RUE DES BOULETS,11,MIX,11K,4.0,"48.8496330004, 2.39126999955"
15455339,88090102,Rotatif,Paris Carte,1.8,0.75,2014-01-23 10:00:24,2014-01-23 11:07:54,8 RUE DE LA SANTE,14,MIX,14P,2.4,"48.8375739999, 2.34190499936"
14572202,82081701,Rotatif,Paris Carte,0.6,0.25,2014-03-02 16:17:30,2014-03-02 16:32:30,115 BOULEVARD RICHARD LENOIR,11,ROT,11G,4.0,"48.8651360003, 2.36970900006"
17030918,93300601,Résident,CB,0.65,10.0,2014-12-24 12:08:02,2014-12-26 12:08:02,57 RUE DE TOCQUEVILLE,17,MIX,17K,2.4,"48.8854539996, 2.31010399996"
24167544,59930202,Rotatif,Paris Carte,0.9,0.25,2014-09-24 11:05:04,2014-09-24 11:20:04,8 RUE MARBEUF,8,ROT,8E,4.0,"48.8673590001, 2.30222399981"
14778108,38680204,Résident,Paris Carte,3.25,50.0,2014-01-14 18:10:52,2014-01-21 18:10:52,10 AVENUE DE FRIEDLAND,8,MIX,8G,4.0,"48.8748469999, 2.30391799945"
3134100,89391802,Rotatif,Paris Carte,1.5,1.25,2014-11-07 17:17:20,2014-11-07 18:32:20,138 BOULEVARD SERURIER,19,MIX,19K,2.4,"48.8874309998, 2.39501899984"
18177901,97750102,Rotatif,CB,2.4,1.0,2014-09-12 19:52:33,2014-09-12 20:52:33,14 RUE VICTOR MASSE,9,MIX,9F,4.0,"48.8805950004, 2.33965000007"
16044258,24400302,Rotatif,Paris Carte,7.2,2.0,2014-01-20 11:06:59,2014-01-20 13:06:59,14 RUE CRILLON,4,MIX,34F,4.0,"48.8498309998, 2.36584500016"
9298363,45020502,Rotatif,CB,2.4,2.0,2014-02-04 14:21:58,2014-02-04 16:21:58,70 RUE D HAUTPOUL,19,MIX,19K,2.4,"48.8861729999, 2.38675499949"
5651834,64500603,Rotatif,Paris Carte,0.9,0.25,2014-05-27 10:04:44,2014-05-27 11:15:00,53 AVENUE MONTAIGNE,8,ROT,8E,4.0,"48.8680600004, 2.30799399988"
6169227,7360302,Résident,Paris Carte,1.0,15.38,2014-06-26 10:50:41,2014-06-27 16:23:04,40 RUE BAUDRICOURT,13,MIX,13L,2.4,"48.827256, 2.36403400031"
3640687,53020101,Rotatif,CB,2.7,0.75,2014-09-07 20:13:50,2014-09-07 20:58:50,3 RUE DE LA MICHODIERE,2,ROT,2E,4.0,"48.8691950001, 2.33447300053"
23151809,8710204,Rotatif,CB,0.9,0.25,2014-02-10 12:11:07,2014-02-10 12:26:07,26 RUE BERANGER,3,MIX,3E,4.0,"48.8667130003, 2.36344500043"
21737817,87181403,Rotatif,Paris Carte,2.4,2.0,2014-07-11 12:46:05,2014-07-11 14:46:05,113 AVENUE DE SAINT OUEN,17,ROT,17U,2.4,"48.8945869997, 2.32780099932"
8553634,12610103,Rotatif,Paris Carte,0.9,0.25,2014-03-31 09:48:56,2014-03-31 11:15:00,7 RUE DE BRAQUE,3,MIX,3E,4.0,"48.8610529997, 2.35641999968"
1069572,17800103,Résident,CB,0.65,10.0,2014-09-18 23:44:18,2014-09-19 21:00:00,7 RUE CHARBONNEL,13,MIX,13F,2.4,"48.8225299997, 2.34312900022"
14509333,42870103,Rotatif,Paris Carte,1.4,1.17,2014-01-14 10:49:52,2014-01-14 11:59:52,17 RUE DES GRANDS CHAMPS,20,MIX,20H,2.4,"48.85076, 2.40063899966"
11936423,74021101,Rotatif,Paris Carte,1.2,1.0,2014-03-14 13:10:10,2014-03-14 14:10:10,97 RUE DE PICPUS,12,MIX,12M,2.4,"48.8393240004, 2.40062500062"
3391996,99071201,Rotatif,CB,4.8,2.0,2014-06-24 11:00:37,2014-06-24 13:00:37,81 BOULEVARD VOLTAIRE,11,ROT,11H,4.0,"48.8603100004, 2.37613399947"
11077175,51790101,Rotatif,CB,2.4,2.0,2014-04-02 14:54:57,2014-04-02 16:54:57,5 RUE KUSS,13,MIX,13F,2.4,"48.8221159998, 2.35151899973"
4981708,78530302,Rotatif,CB,1.2,0.5,2014-05-20 11:14:51,2014-05-20 11:44:51,32 RUE DE PRONY,17,MIX,17J,2.4,"48.8816079999, 2.30609600005"
23954772,19240104,Rotatif,CB,4.8,2.0,2014-09-30 11:44:19,2014-09-30 13:44:19,8 RUE DU CHATEAU LANDON,10,MIX,10F,4.0,"48.8800430004, 2.36234999985"
12880823,29940102,Rotatif,CB,4.8,2.0,2014-02-28 15:43:51,2014-02-28 17:43:51,18 RUE DUPERRE,9,MIX,9F,4.0,"48.8821000003, 2.33555800049"
21486875,35060201,Résident,CB,0.65,10.0,2014-10-28 09:47:54,2014-10-28 20:00:00,11 RUE FARADAY,17,MIX,17H,2.4,"48.8818990001, 2.2927599996"
6130162,81440401,Rotatif,CB,2.4,2.0,2014-05-21 16:33:22,2014-05-21 18:33:22,27 AVENUE RENE COTY,14,MIX,14H,2.4,"48.8289549998, 2.33455499955"
8349405,21190402,Rotatif,CB,0.3,0.25,2014-04-16 17:19:33,2014-04-16 17:34:33,8 SQUARE DE CLIGNANCOURT,18,MIX,18M,2.4,"48.892699, 2.34674600007"
2427529,120201,Rotatif,CB,1.5,1.25,2014-02-09 13:04:56,2014-02-09 14:19:56,27 RUE DE L ABBE GROULT,15,MIX,15P,2.4,"48.8417590001, 2.29480300053"
11239402,23910501,Rotatif,Paris Carte,2.4,2.0,2014-03-19 10:11:36,2014-03-19 12:11:36,47 RUE DE LA COUR DES NOUES,20,MIX,20L,2.4,"48.8640910002, 2.39961600023"
10605718,4690106,Rotatif,CB,4.8,2.0,2014-06-16 02:05:28,2014-06-16 13:00:00,12 terre-plein vis-à-vis RUE DE L ARRIVEE,15,MIX,15H,2.4,"48.84350286, 2.32224119013"
4305508,29480101,Résident,Paris Carte,0.65,10.0,2014-06-17 10:13:34,2014-06-17 21:00:00,1 RUE DUC,18,MIX,18L,2.4,"48.891709, 2.34419699946"
14246677,67470103,Résident,CB,3.25,50.0,2014-10-02 16:36:36,2014-02-17 15:36:36,17 RUE DE NICE,11,MIX,11L,4.0,"48.8549990002, 2.39041599941"
15851987,89030103,Résident,Paris Carte,3.25,50.0,2014-01-27 08:16:34,2014-01-31 20:00:00,11 bis RUE SEDILLOT,7,MIX,7G,4.0,"48.8586650001, 2.30191899939"
23497406,21180201,Rotatif,Paris Carte,2.4,1.0,2014-09-24 12:10:27,2014-09-24 13:10:27,9 RUE DE CLIGNANCOURT,18,ROT,18G,2.4,"48.8843610001, 2.34702200002"
20834906,35580101,Rotatif,Paris Carte,0.3,0.25,2014-05-11 10:40:08,2014-05-11 11:15:00,4 vis-à-vis RUE FELIX HUGUENET,20,ROT,20H,2.4,"48.8483270003, 2.4048779995"
17565982,81581101,Résident,CB,3.25,50.0,2014-01-22 20:10:39,2014-01-29 20:00:00,63 AVENUE DE LA REPUBLIQUE,11,MIX,11F,4.0,"48.8645939998, 2.37861300023"
7626164,91200102,Rotatif,Paris Carte,0.3,0.25,2014-04-14 11:39:22,2014-04-14 11:54:22,8 RUE DES SUISSES,14,MIX,14K,2.4,"48.8311090001, 2.31471500032"
21397962,15690102,Rotatif,Paris Carte,1.8,1.5,2014-10-21 14:31:32,2014-10-21 16:01:00,4 RUE CARRIER BELLEUSE,15,MIX,15K,2.4,"48.8470140004, 2.30268799946"
5741312,17230501,Résident,Paris Carte,0.65,10.0,2014-05-15 02:02:00,2014-05-15 21:00:00,59 RUE CHAMPIONNET,18,MIX,18M,2.4,"48.8956570001, 2.34727000047"
2398451,74021402,Rotatif,Paris Carte,0.6,0.5,2014-07-28 12:40:22,2014-07-28 13:10:22,130 RUE DE PICPUS,12,MIX,12L,2.4,"48.8364160003, 2.4027060004"
13954653,8970103,Rotatif,CB,0.9,0.75,2014-02-13 10:50:04,2014-02-13 11:35:04,20 vis-à-vis RUE BERNARD LECACHE,12,MIX,12R,2.4,"48.8461969999, 2.41521699964"
13307865,61050101,Rotatif,Paris Carte,2.4,2.0,2014-02-19 13:06:34,2014-02-19 15:06:34,5 RUE MARMONTEL,15,MIX,15R,2.4,"48.83727, 2.30077600053"
22817565,37130101,Rotatif,Paris Carte,0.6,0.25,2014-10-18 13:27:15,2014-10-18 13:42:15,5 RUE PIERRE FONTAINE,9,ROT,9E,4.0,"48.8812310001, 2.33437699993"
22551445,52090101,Rotatif,Paris Carte,1.2,1.0,2014-10-16 12:13:05,2014-10-16 13:13:05,3 RUE LABROUSTE,15,MIX,15J,2.4,"48.8359210002, 2.30979299989"
4994026,64480101,Rotatif,CB,2.7,0.75,2014-07-16 20:06:07,2014-07-16 20:51:07,1 RUE DE LA MONTAGNE SAINTE GENEVIEVE,5,MIX,5J,4.0,"48.8494580002, 2.3489559994"
1505715,83250101,Rotatif,Paris Carte,2.4,2.0,2014-09-16 10:16:44,2014-09-16 13:00:00,7 RUE ROLI,14,MIX,14H,2.4,"48.8204330001, 2.34214299985"
7044443,61470203,Rotatif,Paris Carte,2.4,1.0,2014-05-15 22:15:34,2014-05-16 12:00:00,13 RUE DES MARTYRS,9,ROT,9F,4.0,"48.8777150003, 2.33938399972"
8905382,51440105,Rotatif,Paris Carte,2.4,1.0,2014-04-06 17:28:03,2014-04-06 18:28:03,23 RUE KELLER,11,MIX,11K,4.0,"48.8551360004, 2.375495"
428951,54561201,Résident,CB,3.25,50.0,2014-10-09 14:34:49,2014-09-17 14:34:49,146 vis-à-vis RUE LECOURBE,15,MIX,15R,2.4,"48.8417580003, 2.30008000042"
18485341,74260801,Rotatif,Paris Carte,0.6,0.25,2014-02-13 09:55:04,2014-02-13 10:15:00,49 RUE PIERRE DEMOURS,17,MIX,17H,2.4,"48.8827239997, 2.29751299944"
4620782,70700301,Résident,Paris Carte,0.65,10.0,2014-06-13 10:03:24,2014-06-13 21:00:00,15 RUE PARROT,12,MIX,12E,2.4,"48.8471420001, 2.37469400053"
18981190,79300602,Rotatif,CB,3.6,1.0,2014-12-30 12:57:28,2014-12-30 13:57:28,22 RUE DU QUATRE SEPTEMBRE,2,ROT,2E,4.0,"48.8698590003, 2.33551099969"
3807767,91911701,Rotatif,CB,7.2,2.0,2014-08-07 13:01:46,2014-08-07 15:01:46,189 RUE DU TEMPLE,3,ROT,3E,4.0,"48.8657359996, 2.36060699979"
